Record_ID,Name,Name_Variant,Company_Name,Company_Name_Variant,Match_Label,full_ratio,partial_ratio,token_sort_ratio,token_set_ratio,trigram
7955,Jesse Roach,Jesse Roach,Reyes-Hodge,Reyes-Hodge,Exact Match,100,100,100,100,1.0
7956,Daniel Mayo,Daniel Mayo,"Orozco, Jennings and Shannon","Orozco, Jennings and Shannon",Exact Match,100,100,100,100,1.0
7957,Robert Meyers,Robert Meyers,"Black, Campbell and Patterson","Black, Campbell and Patterson",Exact Match,100,100,100,100,1.0
7958,Stephanie Martinez,Stephanie Martinez,Ford-Frank,Ford-Frank,Exact Match,100,100,100,100,1.0
7959,April Padilla,April Padilla,Mayer-Miller,Mayer-Miller,Exact Match,100,100,100,100,1.0
7960,Bruce Garcia,Bruce Garcia,Buck Ltd,Buck Ltd,Exact Match,100,100,100,100,1.0
7961,Shawn Osborn,Shawn Osborn,"Nelson, Smith and Kelley","Nelson, Smith and Kelley",Exact Match,100,100,100,100,1.0
7962,David Miller,David Miller,Young PLC,Young PLC,Exact Match,100,100,100,100,1.0
7963,Cynthia Sanchez,Cynthia Sanchez,"Rodriguez, Bullock and Adams","Rodriguez, Bullock and Adams",Exact Match,100,100,100,100,1.0
7964,Susan Mitchell,Susan Mitchell,"Davis, Meyer and Moody","Davis, Meyer and Moody",Exact Match,100,100,100,100,1.0
7965,Katherine Morgan,Katherine Morgan,Robinson-Washington,Robinson-Washington,Exact Match,100,100,100,100,1.0
7966,Anna Cruz,Anna Cruz,Medina-Sampson,Medina-Sampson,Exact Match,100,100,100,100,1.0
7967,Angelica Olson,Angelica Olson,Pena-Haas,Pena-Haas,Exact Match,100,100,100,100,1.0
7968,Lisa Chavez,Lisa Chavez,"Ochoa, Mason and Austin","Ochoa, Mason and Austin",Exact Match,100,100,100,100,1.0
7969,Steven Jones,Steven Jones,Moreno-Anderson,Moreno-Anderson,Exact Match,100,100,100,100,1.0
7970,Shari Waters,Shari Waters,Rubio-Hampton,Rubio-Hampton,Exact Match,100,100,100,100,1.0
7971,John Herrera,John Herrera,Mercer-Park,Mercer-Park,Exact Match,100,100,100,100,1.0
7972,James Jones,James Jones,Jones-Roberts,Jones-Roberts,Exact Match,100,100,100,100,1.0
7973,Gregory Mahoney,Gregory Mahoney,"Cooper, Gardner and Kline","Cooper, Gardner and Kline",Exact Match,100,100,100,100,1.0
7974,Olivia Bennett,Olivia Bennett,Wall-White,Wall-White,Exact Match,100,100,100,100,1.0
7975,Patricia Morrow,Patricia Morrow,Baird Group,Baird Group,Exact Match,100,100,100,100,1.0
7976,Angela Oneal,Angela Oneal,Williams LLC,Williams LLC,Exact Match,100,100,100,100,1.0
7977,Katherine Wood,Katherine Wood,Rodriguez PLC,Rodriguez PLC,Exact Match,100,100,100,100,1.0
7978,Joel Walker,Joel Walker,Meyer-Lyons,Meyer-Lyons,Exact Match,100,100,100,100,1.0
7979,Jackson Sanders,Jackson Sanders,Medina LLC,Medina LLC,Exact Match,100,100,100,100,1.0
7980,Benjamin Ortiz,Benjamin Ortiz,"Sanders, Lowe and Nelson","Sanders, Lowe and Nelson",Exact Match,100,100,100,100,1.0
7981,Joshua Koch,Joshua Koch,"Hood, Tanner and Moyer","Hood, Tanner and Moyer",Exact Match,100,100,100,100,1.0
7982,Jerry Oconnor,Jerry Oconnor,Whitney LLC,Whitney LLC,Exact Match,100,100,100,100,1.0
7983,Samantha Jimenez,Samantha Jimenez,Warren Inc,Warren Inc,Exact Match,100,100,100,100,1.0
7984,Eugene Montgomery,Eugene Montgomery,Donaldson-Brown,Donaldson-Brown,Exact Match,100,100,100,100,1.0
7985,Shannon Crawford,Shannon Crawford,Kaufman-Spence,Kaufman-Spence,Exact Match,100,100,100,100,1.0
7986,Brian Fuller,Brian Fuller,Fischer-Myers,Fischer-Myers,Exact Match,100,100,100,100,1.0
7987,Paula Mccann,Paula Mccann,King Group,King Group,Exact Match,100,100,100,100,1.0
7988,David Smith,David Smith,White-Smith,White-Smith,Exact Match,100,100,100,100,1.0
7989,Anthony Price,Anthony Price,Hobbs-Strong,Hobbs-Strong,Exact Match,100,100,100,100,1.0
7990,John Guzman,John Guzman,"Ryan, Burgess and Anderson","Ryan, Burgess and Anderson",Exact Match,100,100,100,100,1.0
7991,Nathan Bryant,Nathan Bryant,"Novak, Weber and Byrd","Novak, Weber and Byrd",Exact Match,100,100,100,100,1.0
7992,Anthony Durham,Anthony Durham,Brown-Bailey,Brown-Bailey,Exact Match,100,100,100,100,1.0
7993,Carl Brock,Carl Brock,Brady Inc,Brady Inc,Exact Match,100,100,100,100,1.0
7994,Eric Charles,Eric Charles,Reilly-Johnson,Reilly-Johnson,Exact Match,100,100,100,100,1.0
7995,Christopher Henson,Christopher Henson,Brown Inc,Brown Inc,Exact Match,100,100,100,100,1.0
7996,Susan Underwood,Susan Underwood,Moreno-Harris,Moreno-Harris,Exact Match,100,100,100,100,1.0
7997,Nicole Middleton,Nicole Middleton,Davis-Bell,Davis-Bell,Exact Match,100,100,100,100,1.0
7998,Jennifer Reeves,Jennifer Reeves,Kim-Day,Kim-Day,Exact Match,100,100,100,100,1.0
7999,Jeremy Ortiz,Jeremy Ortiz,"Powell, Johnson and Bird","Powell, Johnson and Bird",Exact Match,100,100,100,100,1.0
8000,David Velez,David Velez,Powell-May,Powell-May,Exact Match,100,100,100,100,1.0
8001,Bianca Mitchell,Bianca Mitchell,Holmes Inc,Holmes Inc,Exact Match,100,100,100,100,1.0
8002,Brenda Oconnell,Brenda Oconnell,Davis Ltd,Davis Ltd,Exact Match,100,100,100,100,1.0
8003,David Allen,David Allen,"Paul, Bennett and Medina","Paul, Bennett and Medina",Exact Match,100,100,100,100,1.0
8004,Daniel Kaufman,Daniel Kaufman,Moore PLC,Moore PLC,Exact Match,100,100,100,100,1.0
8005,Jeffrey Herrera,Jeffrey Herrera,"Bullock, Ray and Price","Bullock, Ray and Price",Exact Match,100,100,100,100,1.0
8006,Kim Wong,Kim Wong,Brown PLC,Brown PLC,Exact Match,100,100,100,100,1.0
8007,Amy Thompson,Amy Thompson,Hines Group,Hines Group,Exact Match,100,100,100,100,1.0
8008,Monica Chapman,Monica Chapman,"Garcia, Hayes and Bennett","Garcia, Hayes and Bennett",Exact Match,100,100,100,100,1.0
8009,James Holden,James Holden,"Peterson, Johnson and Hicks","Peterson, Johnson and Hicks",Exact Match,100,100,100,100,1.0
8010,Amanda Herrera,Amanda Herrera,"Hogan, Ali and Rojas","Hogan, Ali and Rojas",Exact Match,100,100,100,100,1.0
8011,Cheryl Peterson,Cheryl Peterson,Graham-Ramirez,Graham-Ramirez,Exact Match,100,100,100,100,1.0
8012,Daniel Long,Daniel Long,Johnson PLC,Johnson PLC,Exact Match,100,100,100,100,1.0
8013,Connie Williams,Connie Williams,Hernandez PLC,Hernandez PLC,Exact Match,100,100,100,100,1.0
8014,Ryan Johnson,Ryan Johnson,Campbell and Sons,Campbell and Sons,Exact Match,100,100,100,100,1.0
8015,Cheryl Black,Cheryl Black,"Perez, Elliott and White","Perez, Elliott and White",Exact Match,100,100,100,100,1.0
8016,Elizabeth Christian,Elizabeth Christian,"Johnson, Delacruz and Hill","Johnson, Delacruz and Hill",Exact Match,100,100,100,100,1.0
8017,Sandra Miranda,Sandra Miranda,"Miller, Newton and Miller","Miller, Newton and Miller",Exact Match,100,100,100,100,1.0
8018,Susan Jones,Susan Jones,Mejia Group,Mejia Group,Exact Match,100,100,100,100,1.0
8019,Terri Holmes,Terri Holmes,Heath and Sons,Heath and Sons,Exact Match,100,100,100,100,1.0
8020,Linda Griffin,Linda Griffin,Smith-Armstrong,Smith-Armstrong,Exact Match,100,100,100,100,1.0
8021,Benjamin Mills,Benjamin Mills,Mccann and Sons,Mccann and Sons,Exact Match,100,100,100,100,1.0
8022,Jeremiah Martinez,Jeremiah Martinez,"Vega, Vaughan and Murphy","Vega, Vaughan and Murphy",Exact Match,100,100,100,100,1.0
8023,Veronica Church,Veronica Church,Love-Johnson,Love-Johnson,Exact Match,100,100,100,100,1.0
8024,Abigail Bennett,Abigail Bennett,"Miller, Moore and Gonzalez","Miller, Moore and Gonzalez",Exact Match,100,100,100,100,1.0
8025,Maria Collins,Maria Collins,Turner and Sons,Turner and Sons,Exact Match,100,100,100,100,1.0
8026,Barbara Graham,Barbara Graham,Carter-Robinson,Carter-Robinson,Exact Match,100,100,100,100,1.0
8027,Adam Marshall,Adam Marshall,"Clark, Williams and Valencia","Clark, Williams and Valencia",Exact Match,100,100,100,100,1.0
8028,Samantha Hernandez,Samantha Hernandez,Bush-Morgan,Bush-Morgan,Exact Match,100,100,100,100,1.0
8029,Paul Patterson,Paul Patterson,Mayer Inc,Mayer Inc,Exact Match,100,100,100,100,1.0
8030,Kara Crawford,Kara Crawford,"Abbott, Williams and Young","Abbott, Williams and Young",Exact Match,100,100,100,100,1.0
8031,Barbara Keith,Barbara Keith,"Taylor, Marshall and Oliver","Taylor, Marshall and Oliver",Exact Match,100,100,100,100,1.0
8032,Shawn Silva,Shawn Silva,"Jenkins, Coleman and Wilson","Jenkins, Coleman and Wilson",Exact Match,100,100,100,100,1.0
8033,Jacqueline Davis,Jacqueline Davis,Stuart-Bryant,Stuart-Bryant,Exact Match,100,100,100,100,1.0
8034,Jennifer Williams,Jennifer Williams,Johnson Inc,Johnson Inc,Exact Match,100,100,100,100,1.0
8035,Lisa Jones,Lisa Jones,"Hamilton, Brown and Arellano","Hamilton, Brown and Arellano",Exact Match,100,100,100,100,1.0
8036,George Moore,George Moore,"Kelley, Lewis and Ryan","Kelley, Lewis and Ryan",Exact Match,100,100,100,100,1.0
8037,Charles Armstrong,Charles Armstrong,Murphy-Hernandez,Murphy-Hernandez,Exact Match,100,100,100,100,1.0
8038,Cole Dalton,Cole Dalton,Bennett-Stevenson,Bennett-Stevenson,Exact Match,100,100,100,100,1.0
8039,Danielle Gray,Danielle Gray,"Jones, Simmons and Dean","Jones, Simmons and Dean",Exact Match,100,100,100,100,1.0
8040,Deborah Woods,Deborah Woods,"Lewis, Jones and Harrison","Lewis, Jones and Harrison",Exact Match,100,100,100,100,1.0
8041,Rachael Schaefer,Rachael Schaefer,Rodriguez and Sons,Rodriguez and Sons,Exact Match,100,100,100,100,1.0
8042,Michael Diaz,Michael Diaz,Vincent Ltd,Vincent Ltd,Exact Match,100,100,100,100,1.0
8043,Erin Jones,Erin Jones,Smith PLC,Smith PLC,Exact Match,100,100,100,100,1.0
8044,Heather Williams,Heather Williams,Rogers-Gonzalez,Rogers-Gonzalez,Exact Match,100,100,100,100,1.0
8045,Debbie Hernandez,Debbie Hernandez,"Morales, Crawford and Becker","Morales, Crawford and Becker",Exact Match,100,100,100,100,1.0
8046,Philip Dean,Philip Dean,"Williams, Wilson and Guzman","Williams, Wilson and Guzman",Exact Match,100,100,100,100,1.0
8047,Susan Sanchez,Susan Sanchez,Lopez LLC,Lopez LLC,Exact Match,100,100,100,100,1.0
8048,Brenda Owens,Brenda Owens,Kelly Inc,Kelly Inc,Exact Match,100,100,100,100,1.0
8049,Kristina Patel,Kristina Patel,Haley LLC,Haley LLC,Exact Match,100,100,100,100,1.0
8050,Kristen Nichols,Kristen Nichols,Hull-Morales,Hull-Morales,Exact Match,100,100,100,100,1.0
8051,Rebekah Davis,Rebekah Davis,Johnson Inc,Johnson Inc,Exact Match,100,100,100,100,1.0
8052,Christine Nguyen,Christine Nguyen,"Jones, Ramirez and Miller","Jones, Ramirez and Miller",Exact Match,100,100,100,100,1.0
8053,Laura Harrell,Laura Harrell,Wilson-Bailey,Wilson-Bailey,Exact Match,100,100,100,100,1.0
8054,Javier Beck,Javier Beck,"Hood, Torres and Ball","Hood, Torres and Ball",Exact Match,100,100,100,100,1.0
8055,James Smith,James Smith,Stanley Inc,Stanley Inc,Exact Match,100,100,100,100,1.0
8056,Elijah Wood,Elijah Wood,"Garcia, Mitchell and Brown","Garcia, Mitchell and Brown",Exact Match,100,100,100,100,1.0
8057,Travis Roberts,Travis Roberts,Sanders-Harrison,Sanders-Harrison,Exact Match,100,100,100,100,1.0
8058,Patricia Mcmahon,Patricia Mcmahon,West and Sons,West and Sons,Exact Match,100,100,100,100,1.0
8059,Shawn Allen,Shawn Allen,Lowe Group,Lowe Group,Exact Match,100,100,100,100,1.0
8060,Scott Swanson,Scott Swanson,"Rodgers, Sanchez and Peters","Rodgers, Sanchez and Peters",Exact Match,100,100,100,100,1.0
8061,Tina Williams,Tina Williams,Montoya-Washington,Montoya-Washington,Exact Match,100,100,100,100,1.0
8062,Olivia Park,Olivia Park,Macias-Flowers,Macias-Flowers,Exact Match,100,100,100,100,1.0
8063,Marissa Davis,Marissa Davis,"Wilson, Hardy and Harper","Wilson, Hardy and Harper",Exact Match,100,100,100,100,1.0
8064,Brooke Williamson,Brooke Williamson,Williams-Wright,Williams-Wright,Exact Match,100,100,100,100,1.0
8065,Sergio Munoz,Sergio Munoz,"Rogers, Bryant and Rodriguez","Rogers, Bryant and Rodriguez",Exact Match,100,100,100,100,1.0
8066,Judith Johnson,Judith Johnson,Johnson-Frey,Johnson-Frey,Exact Match,100,100,100,100,1.0
8067,David Carrillo,David Carrillo,"Perez, Vang and Villanueva","Perez, Vang and Villanueva",Exact Match,100,100,100,100,1.0
8068,Samuel Young,Samuel Young,Leblanc-Davis,Leblanc-Davis,Exact Match,100,100,100,100,1.0
8069,Monica Moody,Monica Moody,Thomas-Solis,Thomas-Solis,Exact Match,100,100,100,100,1.0
8070,Patricia Chavez,Patricia Chavez,"Watson, Gonzalez and Smith","Watson, Gonzalez and Smith",Exact Match,100,100,100,100,1.0
8071,Mark Weber,Mark Weber,Myers and Sons,Myers and Sons,Exact Match,100,100,100,100,1.0
8072,Lisa Butler,Lisa Butler,"Moses, Nicholson and Rogers","Moses, Nicholson and Rogers",Exact Match,100,100,100,100,1.0
8073,Samuel Anderson,Samuel Anderson,Jenkins-Brown,Jenkins-Brown,Exact Match,100,100,100,100,1.0
8074,Rachael Parks,Rachael Parks,"Banks, Fuller and Sheppard","Banks, Fuller and Sheppard",Exact Match,100,100,100,100,1.0
8075,Philip Perkins,Philip Perkins,"Pope, Fox and Smith","Pope, Fox and Smith",Exact Match,100,100,100,100,1.0
8076,Meagan Mccarthy,Meagan Mccarthy,"Miller, Hodges and Parker","Miller, Hodges and Parker",Exact Match,100,100,100,100,1.0
8077,Mark Miller,Mark Miller,Flores-Bryant,Flores-Bryant,Exact Match,100,100,100,100,1.0
8078,Jeff House,Jeff House,Adkins Inc,Adkins Inc,Exact Match,100,100,100,100,1.0
8079,Samantha Bishop,Samantha Bishop,"Johnson, Hall and Ponce","Johnson, Hall and Ponce",Exact Match,100,100,100,100,1.0
8080,Linda Howard,Linda Howard,Briggs-Bennett,Briggs-Bennett,Exact Match,100,100,100,100,1.0
8081,Lawrence Elliott,Lawrence Elliott,"Taylor, Floyd and Ramirez","Taylor, Floyd and Ramirez",Exact Match,100,100,100,100,1.0
8082,Ronald Palmer,Ronald Palmer,Castro Ltd,Castro Ltd,Exact Match,100,100,100,100,1.0
8083,Makayla Reid,Makayla Reid,"Gomez, Garcia and Webb","Gomez, Garcia and Webb",Exact Match,100,100,100,100,1.0
8084,Susan Jones,Susan Jones,Johnson LLC,Johnson LLC,Exact Match,100,100,100,100,1.0
8085,Eugene Cain,Eugene Cain,"Torres, Chapman and Hood","Torres, Chapman and Hood",Exact Match,100,100,100,100,1.0
8086,Kim Tate,Kim Tate,Spencer Ltd,Spencer Ltd,Exact Match,100,100,100,100,1.0
8087,Lisa Rodriguez,Lisa Rodriguez,Castillo Ltd,Castillo Ltd,Exact Match,100,100,100,100,1.0
8088,Bradley Robinson,Bradley Robinson,Hoffman Ltd,Hoffman Ltd,Exact Match,100,100,100,100,1.0
8089,Barry Kim,Barry Kim,Barker-Cortez,Barker-Cortez,Exact Match,100,100,100,100,1.0
8090,Neil Hughes,Neil Hughes,"Estrada, Duffy and Murphy","Estrada, Duffy and Murphy",Exact Match,100,100,100,100,1.0
8091,Erin Johnson,Erin Johnson,"Castro, Rodriguez and Levy","Castro, Rodriguez and Levy",Exact Match,100,100,100,100,1.0
8092,Chris Copeland,Chris Copeland,Deleon-Bray,Deleon-Bray,Exact Match,100,100,100,100,1.0
8093,Donna Winters,Donna Winters,"Martin, Grant and Norris","Martin, Grant and Norris",Exact Match,100,100,100,100,1.0
8094,Claire Cooper,Claire Cooper,"Holt, Bowman and White","Holt, Bowman and White",Exact Match,100,100,100,100,1.0
8095,Ashley Hernandez,Ashley Hernandez,Williams Inc,Williams Inc,Exact Match,100,100,100,100,1.0
8096,Dan Cunningham,Dan Cunningham,Gardner-Myers,Gardner-Myers,Exact Match,100,100,100,100,1.0
8097,Joshua Gomez,Joshua Gomez,Proctor Inc,Proctor Inc,Exact Match,100,100,100,100,1.0
8098,Meghan Merritt,Meghan Merritt,"Howell, Pruitt and Torres","Howell, Pruitt and Torres",Exact Match,100,100,100,100,1.0
8099,David Farmer,David Farmer,"Salinas, Baxter and Anderson","Salinas, Baxter and Anderson",Exact Match,100,100,100,100,1.0
8100,Maria Petersen,Maria Petersen,"Key, Ortiz and Oliver","Key, Ortiz and Oliver",Exact Match,100,100,100,100,1.0
8101,Tammy Terry,Tammy Terry,Williams-Wise,Williams-Wise,Exact Match,100,100,100,100,1.0
8102,Joel Wood,Joel Wood,"Wallace, Wade and Harding","Wallace, Wade and Harding",Exact Match,100,100,100,100,1.0
8103,Caitlyn Cross,Caitlyn Cross,"Nunez, Williams and Singh","Nunez, Williams and Singh",Exact Match,100,100,100,100,1.0
8104,Kim Donaldson,Kim Donaldson,"King, Wilcox and Ellis","King, Wilcox and Ellis",Exact Match,100,100,100,100,1.0
8105,Chad Allen,Chad Allen,Harper-Scott,Harper-Scott,Exact Match,100,100,100,100,1.0
8106,David Nelson,David Nelson,Benson Group,Benson Group,Exact Match,100,100,100,100,1.0
8107,Rebecca Roberson,Rebecca Roberson,"Armstrong, Sullivan and Cantrell","Armstrong, Sullivan and Cantrell",Exact Match,100,100,100,100,1.0
8108,Danielle Hunter,Danielle Hunter,Meyers-Hill,Meyers-Hill,Exact Match,100,100,100,100,1.0
8109,Brenda Smith,Brenda Smith,Li LLC,Li LLC,Exact Match,100,100,100,100,1.0
8110,Christine Davis,Christine Davis,Martinez-Taylor,Martinez-Taylor,Exact Match,100,100,100,100,1.0
8111,Anthony Ware,Anthony Ware,"Phelps, Riggs and Sellers","Phelps, Riggs and Sellers",Exact Match,100,100,100,100,1.0
8112,Christopher Schultz,Christopher Schultz,Brewer-Campbell,Brewer-Campbell,Exact Match,100,100,100,100,1.0
8113,Jose Hughes,Jose Hughes,Rowland and Sons,Rowland and Sons,Exact Match,100,100,100,100,1.0
8114,Misty Norman,Misty Norman,"Lang, Oneal and Chandler","Lang, Oneal and Chandler",Exact Match,100,100,100,100,1.0
8115,Robert Freeman,Robert Freeman,"Palmer, Kelly and Baldwin","Palmer, Kelly and Baldwin",Exact Match,100,100,100,100,1.0
8116,Sarah Nelson,Sarah Nelson,"French, Taylor and Brown","French, Taylor and Brown",Exact Match,100,100,100,100,1.0
8117,Sandra Brown,Sandra Brown,"Kirk, Walker and Baker","Kirk, Walker and Baker",Exact Match,100,100,100,100,1.0
8118,Neil Walker,Neil Walker,"Gentry, Bryant and Higgins","Gentry, Bryant and Higgins",Exact Match,100,100,100,100,1.0
8119,Andres Garcia,Andres Garcia,Santos-Gordon,Santos-Gordon,Exact Match,100,100,100,100,1.0
8120,Linda Moody,Linda Moody,"Conley, Rice and Massey","Conley, Rice and Massey",Exact Match,100,100,100,100,1.0
8121,Danny Anderson,Danny Anderson,Brown LLC,Brown LLC,Exact Match,100,100,100,100,1.0
8122,Kelli Bartlett,Kelli Bartlett,"Holmes, Smith and Stone","Holmes, Smith and Stone",Exact Match,100,100,100,100,1.0
8123,Joseph Obrien,Joseph Obrien,"Robinson, Harris and Reed","Robinson, Harris and Reed",Exact Match,100,100,100,100,1.0
8124,Larry Munoz,Larry Munoz,Mitchell-Adams,Mitchell-Adams,Exact Match,100,100,100,100,1.0
8125,Robert Melendez,Robert Melendez,Sweeney LLC,Sweeney LLC,Exact Match,100,100,100,100,1.0
8126,Katherine Hamilton,Katherine Hamilton,Williams-Day,Williams-Day,Exact Match,100,100,100,100,1.0
8127,Paul Boone,Paul Boone,Willis-Arias,Willis-Arias,Exact Match,100,100,100,100,1.0
8128,Kelly Whitehead,Kelly Whitehead,"Frank, Combs and Cameron","Frank, Combs and Cameron",Exact Match,100,100,100,100,1.0
8129,Patricia Moreno,Patricia Moreno,Burns-Harris,Burns-Harris,Exact Match,100,100,100,100,1.0
8130,David Johnson,David Johnson,Hopkins Ltd,Hopkins Ltd,Exact Match,100,100,100,100,1.0
8131,Jack Peters,Jack Peters,"Cantu, Brown and Woodard","Cantu, Brown and Woodard",Exact Match,100,100,100,100,1.0
8132,Tammy Long,Tammy Long,Morris Ltd,Morris Ltd,Exact Match,100,100,100,100,1.0
8133,Zachary Garcia,Zachary Garcia,"Boyd, Smith and Miller","Boyd, Smith and Miller",Exact Match,100,100,100,100,1.0
8134,Kelsey Cook,Kelsey Cook,"Garcia, Farmer and Meyer","Garcia, Farmer and Meyer",Exact Match,100,100,100,100,1.0
8135,Richard Johnson,Richard Johnson,"Cross, Johns and King","Cross, Johns and King",Exact Match,100,100,100,100,1.0
8136,Erik Hartman,Erik Hartman,"Gibson, Kim and Ellis","Gibson, Kim and Ellis",Exact Match,100,100,100,100,1.0
8137,Kenneth Horn,Kenneth Horn,"Olson, Perez and Williams","Olson, Perez and Williams",Exact Match,100,100,100,100,1.0
8138,Derek Maldonado,Derek Maldonado,Diaz PLC,Diaz PLC,Exact Match,100,100,100,100,1.0
8139,Stephanie Thomas,Stephanie Thomas,Smith LLC,Smith LLC,Exact Match,100,100,100,100,1.0
8140,Amanda Matthews,Amanda Matthews,"Terry, Cline and Houston","Terry, Cline and Houston",Exact Match,100,100,100,100,1.0
8141,Kirk Jackson,Kirk Jackson,Miller LLC,Miller LLC,Exact Match,100,100,100,100,1.0
8142,Kathryn Lawrence,Kathryn Lawrence,Rodriguez Ltd,Rodriguez Ltd,Exact Match,100,100,100,100,1.0
8143,Lisa Davis,Lisa Davis,Taylor LLC,Taylor LLC,Exact Match,100,100,100,100,1.0
8144,Ronald Hester,Ronald Hester,Clark and Sons,Clark and Sons,Exact Match,100,100,100,100,1.0
8145,Jennifer Colon,Jennifer Colon,Williams PLC,Williams PLC,Exact Match,100,100,100,100,1.0
8146,Nancy Walker,Nancy Walker,Reyes-Padilla,Reyes-Padilla,Exact Match,100,100,100,100,1.0
8147,Becky Roberson,Becky Roberson,"Rodriguez, Edwards and Duran","Rodriguez, Edwards and Duran",Exact Match,100,100,100,100,1.0
8148,Andrew Johnson,Andrew Johnson,Everett PLC,Everett PLC,Exact Match,100,100,100,100,1.0
8149,Melinda Carter,Melinda Carter,Bradshaw-Lowe,Bradshaw-Lowe,Exact Match,100,100,100,100,1.0
8150,Donna Moody,Donna Moody,Parks-May,Parks-May,Exact Match,100,100,100,100,1.0
8151,Jessica Hernandez,Jessica Hernandez,Phillips-Jordan,Phillips-Jordan,Exact Match,100,100,100,100,1.0
8152,Michael Church,Michael Church,Ferrell Inc,Ferrell Inc,Exact Match,100,100,100,100,1.0
8153,Daniel Richardson,Daniel Richardson,Young Group,Young Group,Exact Match,100,100,100,100,1.0
8154,Matthew Reynolds,Matthew Reynolds,Montgomery-Garcia,Montgomery-Garcia,Exact Match,100,100,100,100,1.0
8155,James Archer,James Archer,Stevens-Kemp,Stevens-Kemp,Exact Match,100,100,100,100,1.0
8156,Walter Ellis,Walter Ellis,Nixon-Alexander,Nixon-Alexander,Exact Match,100,100,100,100,1.0
8157,David Christensen,David Christensen,Patel-Perez,Patel-Perez,Exact Match,100,100,100,100,1.0
8158,Patricia Sullivan,Patricia Sullivan,"Grant, Wright and Shelton","Grant, Wright and Shelton",Exact Match,100,100,100,100,1.0
8159,Tony Montoya,Tony Montoya,"Stuart, Mclaughlin and Hansen","Stuart, Mclaughlin and Hansen",Exact Match,100,100,100,100,1.0
8160,Maria Scott,Maria Scott,"Brown, Yang and Williams","Brown, Yang and Williams",Exact Match,100,100,100,100,1.0
8161,Martin Simpson,Martin Simpson,Campbell-Mercado,Campbell-Mercado,Exact Match,100,100,100,100,1.0
8162,Jerry Smith,Jerry Smith,Cook PLC,Cook PLC,Exact Match,100,100,100,100,1.0
8163,Rhonda Smith,Rhonda Smith,"West, Warren and Cook","West, Warren and Cook",Exact Match,100,100,100,100,1.0
8164,Bonnie Smith,Bonnie Smith,Walker-Wood,Walker-Wood,Exact Match,100,100,100,100,1.0
8165,Thomas Aguilar,Thomas Aguilar,Schmidt LLC,Schmidt LLC,Exact Match,100,100,100,100,1.0
8166,Jenny Harrison,Jenny Harrison,Wheeler PLC,Wheeler PLC,Exact Match,100,100,100,100,1.0
8167,Tamara Hale,Tamara Hale,Swanson-Spencer,Swanson-Spencer,Exact Match,100,100,100,100,1.0
8168,Victor Aguilar,Victor Aguilar,Jensen-King,Jensen-King,Exact Match,100,100,100,100,1.0
8169,Kristen Moses,Kristen Moses,Martinez-Robertson,Martinez-Robertson,Exact Match,100,100,100,100,1.0
8170,Robert Montgomery,Robert Montgomery,Franklin PLC,Franklin PLC,Exact Match,100,100,100,100,1.0
8171,Todd Johnson,Todd Johnson,Carter-Roberts,Carter-Roberts,Exact Match,100,100,100,100,1.0
8172,Bruce Reeves,Bruce Reeves,Stevens Ltd,Stevens Ltd,Exact Match,100,100,100,100,1.0
8173,Kevin Griffith,Kevin Griffith,Ellis-Reed,Ellis-Reed,Exact Match,100,100,100,100,1.0
8174,Lori Bryant,Lori Bryant,Lee Group,Lee Group,Exact Match,100,100,100,100,1.0
8175,Michelle Frank,Michelle Frank,Garcia Group,Garcia Group,Exact Match,100,100,100,100,1.0
8176,Michelle Bell,Michelle Bell,Mooney PLC,Mooney PLC,Exact Match,100,100,100,100,1.0
8177,Heather Richardson,Heather Richardson,"Anderson, Booth and Medina","Anderson, Booth and Medina",Exact Match,100,100,100,100,1.0
8178,Ricky Ponce,Ricky Ponce,Harrington-Cordova,Harrington-Cordova,Exact Match,100,100,100,100,1.0
8179,Brittany Johnson,Brittany Johnson,Davis and Sons,Davis and Sons,Exact Match,100,100,100,100,1.0
8180,Jimmy Curtis,Jimmy Curtis,Powers and Sons,Powers and Sons,Exact Match,100,100,100,100,1.0
8181,Julia Martinez,Julia Martinez,Simpson Group,Simpson Group,Exact Match,100,100,100,100,1.0
8182,Lydia Pena,Lydia Pena,"Cox, Green and Barnes","Cox, Green and Barnes",Exact Match,100,100,100,100,1.0
8183,Kelli Haynes,Kelli Haynes,Brown-Stafford,Brown-Stafford,Exact Match,100,100,100,100,1.0
8184,Lori Smith,Lori Smith,Mendez Inc,Mendez Inc,Exact Match,100,100,100,100,1.0
8185,Patricia Peterson,Patricia Peterson,Thompson-Anderson,Thompson-Anderson,Exact Match,100,100,100,100,1.0
8186,Pamela Huff,Pamela Huff,Johnson-Brown,Johnson-Brown,Exact Match,100,100,100,100,1.0
8187,Debra Curtis,Debra Curtis,Oliver PLC,Oliver PLC,Exact Match,100,100,100,100,1.0
8188,Kirsten Johnson,Kirsten Johnson,Drake-Fuentes,Drake-Fuentes,Exact Match,100,100,100,100,1.0
8189,Madison King,Madison King,"Phillips, Sexton and Russell","Phillips, Sexton and Russell",Exact Match,100,100,100,100,1.0
8190,Donna Oliver,Donna Oliver,Romero-Mitchell,Romero-Mitchell,Exact Match,100,100,100,100,1.0
8191,David Huffman,David Huffman,"Hernandez, West and Serrano","Hernandez, West and Serrano",Exact Match,100,100,100,100,1.0
